datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,kommentar
2020-01-09,11:45:00,12:00:00,Arnulf,21,0,21,NA
2020-01-09,12:00:00,12:15:00,Arnulf,9,0,9,NA
2020-01-09,12:15:00,12:30:00,Arnulf,14,3,17,NA
2020-01-09,12:30:00,12:45:00,Arnulf,14,3,17,NA
2020-01-09,12:45:00,13:00:00,Arnulf,13,0,13,NA
2020-01-09,13:00:00,13:15:00,Arnulf,10,0,10,NA
2020-01-09,13:15:00,13:30:00,Arnulf,18,0,18,NA
2020-01-09,13:30:00,13:45:00,Arnulf,13,1,14,NA
2020-01-09,13:45:00,14:00:00,Arnulf,17,0,17,NA
2020-01-09,14:00:00,14:15:00,Arnulf,13,3,16,NA
2020-01-09,14:15:00,14:30:00,Arnulf,14,2,16,NA
2020-01-09,14:30:00,14:45:00,Arnulf,16,1,17,NA
2020-01-09,14:45:00,15:00:00,Arnulf,13,0,13,NA
2020-01-09,15:00:00,15:15:00,Arnulf,12,2,14,NA
2020-01-09,15:15:00,15:30:00,Arnulf,5,4,9,NA
2020-01-09,15:30:00,15:45:00,Arnulf,18,2,20,NA
2020-01-09,15:45:00,16:00:00,Arnulf,15,0,15,NA
2020-01-09,16:00:00,16:15:00,Arnulf,18,4,22,NA
2020-01-09,16:15:00,16:30:00,Arnulf,22,2,24,NA
2020-01-09,16:30:00,16:45:00,Arnulf,21,3,24,NA
2020-01-09,16:45:00,17:00:00,Arnulf,19,3,22,NA
2020-01-09,17:00:00,17:15:00,Arnulf,13,3,16,NA
2020-01-09,17:15:00,17:30:00,Arnulf,26,2,28,NA
2020-01-09,17:30:00,17:45:00,Arnulf,39,2,41,NA
2020-01-09,17:45:00,18:00:00,Arnulf,36,2,38,NA
2020-01-09,18:00:00,18:15:00,Arnulf,34,3,37,NA
2020-01-09,18:15:00,18:30:00,Arnulf,48,7,55,NA
2020-01-09,18:30:00,18:45:00,Arnulf,26,1,27,NA
2020-01-09,18:45:00,19:00:00,Arnulf,22,3,25,NA
2020-01-09,19:00:00,19:15:00,Arnulf,16,0,16,NA
2020-01-09,19:15:00,19:30:00,Arnulf,28,3,31,NA
2020-01-09,19:30:00,19:45:00,Arnulf,14,1,15,NA
2020-01-09,19:45:00,20:00:00,Arnulf,11,1,12,NA
2020-01-09,20:00:00,20:15:00,Arnulf,7,1,8,NA
2020-01-09,20:15:00,20:30:00,Arnulf,5,3,8,NA
2020-01-09,20:30:00,20:45:00,Arnulf,2,0,2,NA
2020-01-09,20:45:00,21:00:00,Arnulf,7,1,8,NA
2020-01-09,21:00:00,21:15:00,Arnulf,4,0,4,NA
2020-01-09,21:15:00,21:30:00,Arnulf,3,0,3,NA
2020-01-09,21:30:00,21:45:00,Arnulf,2,2,4,NA
2020-01-09,21:45:00,22:00:00,Arnulf,4,1,5,NA
2020-01-09,22:00:00,22:15:00,Arnulf,4,0,4,NA
2020-01-09,22:15:00,22:30:00,Arnulf,4,1,5,NA
2020-01-09,22:30:00,22:45:00,Arnulf,2,0,2,NA
2020-01-09,22:45:00,23:00:00,Arnulf,4,1,5,NA
2020-01-09,23:00:00,23:15:00,Arnulf,0,1,1,NA
2020-01-09,23:15:00,23:30:00,Arnulf,4,0,4,NA
2020-01-09,23:30:00,23:45:00,Arnulf,1,0,1,NA
2020-01-09,23:45:00,00:00:00,Arnulf,4,0,4,NA
2020-01-10,00:00:00,00:15:00,Arnulf,0,0,0,NA
2020-01-10,00:15:00,00:30:00,Arnulf,1,0,1,NA
2020-01-10,00:30:00,00:45:00,Arnulf,2,0,2,NA
2020-01-10,00:45:00,01:00:00,Arnulf,0,1,1,NA
2020-01-10,01:00:00,01:15:00,Arnulf,1,0,1,NA
2020-01-10,01:15:00,01:30:00,Arnulf,0,0,0,NA
2020-01-10,01:30:00,01:45:00,Arnulf,0,0,0,NA
2020-01-10,01:45:00,02:00:00,Arnulf,2,0,2,NA
2020-01-10,02:00:00,02:15:00,Arnulf,0,0,0,NA
2020-01-10,02:15:00,02:30:00,Arnulf,1,1,2,NA
2020-01-10,02:30:00,02:45:00,Arnulf,0,0,0,NA
2020-01-10,02:45:00,03:00:00,Arnulf,0,0,0,NA
2020-01-10,03:00:00,03:15:00,Arnulf,0,0,0,NA
2020-01-10,03:15:00,03:30:00,Arnulf,0,0,0,NA
2020-01-10,03:30:00,03:45:00,Arnulf,0,0,0,NA
2020-01-10,03:45:00,04:00:00,Arnulf,0,0,0,NA
2020-01-10,04:00:00,04:15:00,Arnulf,0,0,0,NA
2020-01-10,04:15:00,04:30:00,Arnulf,0,0,0,NA
2020-01-10,04:30:00,04:45:00,Arnulf,1,0,1,NA
2020-01-10,04:45:00,05:00:00,Arnulf,0,0,0,NA
2020-01-10,05:00:00,05:15:00,Arnulf,1,1,2,NA
2020-01-10,05:15:00,05:30:00,Arnulf,2,0,2,NA
2020-01-10,05:30:00,05:45:00,Arnulf,2,0,2,NA
2020-01-10,05:45:00,06:00:00,Arnulf,6,0,6,NA
2020-01-10,06:00:00,06:15:00,Arnulf,2,0,2,NA
2020-01-10,06:15:00,06:30:00,Arnulf,3,1,4,NA
2020-01-10,06:30:00,06:45:00,Arnulf,12,2,14,NA
2020-01-10,06:45:00,07:00:00,Arnulf,8,2,10,NA
2020-01-10,07:00:00,07:15:00,Arnulf,16,1,17,NA
2020-01-10,07:15:00,07:30:00,Arnulf,29,1,30,NA
2020-01-10,07:30:00,07:45:00,Arnulf,17,3,20,NA
2020-01-10,07:45:00,08:00:00,Arnulf,35,3,38,NA
2020-01-10,08:00:00,08:15:00,Arnulf,37,2,39,NA
2020-01-10,08:15:00,08:30:00,Arnulf,40,3,43,NA
2020-01-10,08:30:00,08:45:00,Arnulf,47,2,49,NA
2020-01-10,08:45:00,09:00:00,Arnulf,49,1,50,NA
2020-01-10,09:00:00,09:15:00,Arnulf,24,1,25,NA
2020-01-10,09:15:00,09:30:00,Arnulf,22,0,22,NA
2020-01-10,09:30:00,09:45:00,Arnulf,21,0,21,NA
2020-01-10,09:45:00,10:00:00,Arnulf,18,3,21,NA
2020-01-10,10:00:00,10:15:00,Arnulf,8,2,10,NA
2020-01-10,10:15:00,10:30:00,Arnulf,14,0,14,NA
2020-01-10,10:30:00,10:45:00,Arnulf,11,0,11,NA
2020-01-10,10:45:00,11:00:00,Arnulf,15,2,17,NA
2020-01-10,11:00:00,11:15:00,Arnulf,9,0,9,NA
2020-01-10,11:15:00,11:30:00,Arnulf,20,1,21,NA
2020-01-10,11:3
