Date,Location,Total,MinTemp,MaxTemp,RainfallVolume,AvgTemp
2015-08-16,Arnulf,481.0,14.9,19.5,4.4,17.2
2015-08-16,Erhardt,1597.0,14.9,19.5,4.4,17.2
2015-08-16,Olympia,696.0,14.9,19.5,4.4,17.2
2015-08-16,Kreuther,96.0,14.9,19.5,4.4,17.2
2015-08-17,Margareten,1524.0,13.7,16.2,4.4,14.95
2015-08-17,Arnulf,821.0,13.7,16.2,4.4,14.95
2015-08-17,Kreuther,115.0,13.7,16.2,4.4,14.95
2015-08-17,Erhardt,2284.0,13.7,16.2,4.4,14.95
2015-08-17,Olympia,646.0,13.7,16.2,4.4,14.95
2015-08-17,Hirsch,532.0,13.7,16.2,4.4,14.95
2015-08-18,Kreuther,276.0,11.9,22.9,0.3,17.4
2015-08-18,Olympia,1715.0,11.9,22.9,0.3,17.4
2015-08-18,Erhardt,4977.0,11.9,22.9,0.3,17.4
2015-08-18,Margareten,3028.0,11.9,22.9,0.3,17.4
2015-08-18,Hirsch,1060.0,11.9,22.9,0.3,17.4
2015-08-18,Arnulf,1555.0,11.9,22.9,0.3,17.4
2015-08-19,Margareten,2194.0,13.8,17.5,0.0,15.65
2015-08-19,Arnulf,1313.0,13.8,17.5,0.0,15.65
2015-08-19,Hirsch,795.0,13.8,17.5,0.0,15.65
2015-08-19,Olympia,1040.0,13.8,17.5,0.0,15.65
2015-08-19,Erhardt,4063.0,13.8,17.5,0.0,15.65
2015-08-19,Kreuther,221.0,13.8,17.5,0.0,15.65
2015-08-20,Hirsch,879.0,13.5,21.3,18.4,17.4
2015-08-20,Erhardt,4139.0,13.5,21.3,18.4,17.4
2015-08-20,Margareten,2477.0,13.5,21.3,18.4,17.4
2015-08-20,Arnulf,1381.0,13.5,21.3,18.4,17.4
2015-08-20,Kreuther,242.0,13.5,21.3,18.4,17.4
2015-08-20,Olympia,1258.0,13.5,21.3,18.4,17.4
2015-08-21,Arnulf,1346.0,11.5,23.7,0.0,17.6
2015-08-21,Kreuther,238.0,11.5,23.7,0.0,17.6
2015-08-21,Olympia,1822.0,11.5,23.7,0.0,17.6
2015-08-21,Hirsch,890.0,11.5,23.7,0.0,17.6
2015-08-21,Margareten,2791.0,11.5,23.7,0.0,17.6
2015-08-21,Erhardt,4617.0,11.5,23.7,0.0,17.6
2015-08-22,Margareten,2485.0,11.2,24.9,0.0,18.049999999999997
2015-08-22,Kreuther,276.0,11.2,24.9,0.0,18.049999999999997
2015-08-22,Olympia,2127.0,11.2,24.9,0.0,18.049999999999997
2015-08-22,Hirsch,580.0,11.2,24.9,0.0,18.049999999999997
2015-08-22,Arnulf,1197.0,11.2,24.9,0.0,18.049999999999997
2015-08-22,Erhardt,5066.0,11.2,24.9,0.0,18.049999999999997
2015-08-23,Kreuther,282.0,11.0,28.2,17.5,19.6
2015-08-23,Arnulf,911.0,11.0,28.2,17.5,19.6
2015-08-23,Olympia,1905.0,11.0,28.2,17.5,19.6
2015-08-23,Margareten,2035.0,11.0,28.2,17.5,19.6
2015-08-23,Erhardt,4806.0,11.0,28.2,17.5,19.6
2015-08-23,Hirsch,573.0,11.0,28.2,17.5,19.6
2015-08-24,Erhardt,4461.0,14.6,28.9,14.1,21.75
2015-08-24,Margareten,2829.0,14.6,28.9,14.1,21.75
2015-08-24,Kreuther,253.0,14.6,28.9,14.1,21.75
2015-08-24,Arnulf,1473.0,14.6,28.9,14.1,21.75
2015-08-24,Hirsch,944.0,14.6,28.9,14.1,21.75
2015-08-24,Olympia,1433.0,14.6,28.9,14.1,21.75
2015-08-25,Kreuther,271.0,12.0,21.9,0.0,16.95
2015-08-25,Hirsch,919.0,12.0,21.9,0.0,16.95
2015-08-25,Olympia,1510.0,12.0,21.9,0.0,16.95
2015-08-25,Arnulf,1477.0,12.0,21.9,0.0,16.95
2015-08-25,Erhardt,4376.0,12.0,21.9,0.0,16.95
2015-08-25,Margareten,2772.0,12.0,21.9,0.0,16.95
2015-08-26,Erhardt,6509.0,10.8,26.8,0.0,18.8
2015-08-26,Olympia,2175.0,10.8,26.8,0.0,18.8
2015-08-26,Hirsch,1215.0,10.8,26.8,0.0,18.8
2015-08-26,Arnulf,1894.0,10.8,26.8,0.0,18.8
2015-08-26,Margareten,3642.0,10.8,26.8,0.0,18.8
2015-08-26,Kreuther,343.0,10.8,26.8,0.0,18.8
2015-08-27,Erhardt,6362.0,14.4,31.3,0.0,22.85
2015-08-27,Margareten,3568.0,14.4,31.3,0.0,22.85
2015-08-27,Olympia,2012.0,14.4,31.3,0.0,22.85
2015-08-27,Kreuther,329.0,14.4,31.3,0.0,22.85
2015-08-27,Arnulf,1837.0,14.4,31.3,0.0,22.85
2015-08-27,Hirsch,1103.0,14.4,31.3,0.0,22.85
2015-08-28,Margareten,3361.0,19.1,31.7,0.0,25.4
2015-08-28,Hirsch,1023.0,19.1,31.7,0.0,25.4
2015-08-28,Kreuther,326.0,19.1,31.7,0.0,25.4
2015-08-28,Erhardt,6090.0,19.1,31.7,0.0,25.4
2015-08-28,Arnulf,1721.0,19.1,31.7,0.0,25.4
2015-08-28,Olympia,1923.0,19.1,31.7,0.0,25.4
2015-08-29,Arnulf,1304.0,16.5,31.7,0.0,24.1
2015-08-29,Erhardt,5126.0,16.5,31.7,0.0,24.1
2015-08-29,Kreuther,294.0,16.5,31.7,0.0,24.1
2015-08-29,Margareten,2656.0,16.5,31.7,0.0,24.1
2015-08-29,Hirsch,513.0,16.5,31.7,0.0,24.1
2015-08-29,Olympia,1555.0,16.5,31.7,0.0,24.1
2015-08-30,Olympia,1654.0,19.0,33.4,0.0,26.2
2015-08-30,Margareten,2400.0,19.0,33.4,0.0,26.2
2015-08-30,Erhardt,6155.0,19.0,33.4,0.0,26.2
2015-08-30,Hirsch,496.0,19.0,33.4,0.0,26.2
2015-08-30,Arnulf,1066.0,19.0,33.4,0.0,26.2
2015-08-30,Kreuther,239.0,19.0,33.4,0.0,26.2
2015-08-31,Hirsch,1152.0,19.9,32.6,0.0,26.25
2015-08-31,Margareten,3822.0,19.9,32.6,0.0,26.25
2015-08-31,Arnulf,1861.0,19.9,32.6,0.0,26.25
2015-08-31,Erhardt,6531.0,19.9,32.6,0.0,26.25
2015-08-31,Olympia,2103.0,19.9,32.6,0.0,26.25
2015-08-31,Kreuther,316.0,19.9,32.6,0.0,26.25
2015-09-01,Olympia,1577.0,14.7,31.8,14.8,23.25
2015-09-01,Arnulf,1593.0,14.7,31.8,14.8,23.25
2015-09-01,Erhardt,4750.0,14.7,31.8,14.8,23.25
2015-09-01,Margareten,3039.0,14.7,31.8,14.8,23.25
2015-09-01,Hirsch,1030.0,14.7,31.8,14.8,23.25
2015-09-01,Kreuther,261.0,14.7,31.8,14.8,23.25
2015-09-02,Kreuther,164.0,13.2,16.0,6.6,14.6
2015-09-02,Olympia,818.0,13.2,16.0,6.6,14.6
2015-09-02,Margareten,1698.0,13.2,16.0,6.6,14.6
2015-09-02,Hirsch,513.0,13.2,16.0,6.6,14.6
2015-09-02,Erhardt,2501.0,13.2,16.0,6.6,14.6
2015-09-02,Arnulf,928.0,13.2,16.0,6.6,14.6
2015-09-03,Margareten,1641.0,13.2,18.5,13.3,15.85
2015-09-03,Kreuther,147.0,13.2,18.5,13.3,15.85
2015-09-03,Arnulf,819.0,13.2,18.5,13.3,15.85
2015-09-03,Olympia,740.0,13.2,18.5,13.3,15.85
2015-09-03,Erhardt,2162.0,13.2,18.5,13.3,15.85
2015-09-03,Hirsch,466.0,13.2,18.5,13.3,15.85
2015-09-04,Hirsch,864.0,11.9,20.2,0.0,16.05
2015-09-04,Olympia,1360.0,11.9,20.2,0.0,16.05
2015-09-04,Arnulf,1174.0,11.9,20.2,0.0,16.05
2015-09-04,Kreuther,213.0,11.9,20.2,0.0,16.05
2015-09-04,Erhardt,3599.0,11.9,20.2,0.0,16.05
2015-09-04,Margareten,2646.0,11.9,20.2,0.0,16.05
2015-09-05,Kreuther,153.0,11.4,16.7,1.4,14.05
2015-09-05,Arnulf,837.0,11.4,16.7,1.4,14.05
2015-09-05,Hirsch,399.0,11.4,16.7,1.4,14.05
2015-09-05,Olympia,956.0,11.4,16.7,1.4,14.05
2015-09-05,Erhardt,2338.0,11.4,16.7,1.4,14.05
2015-09-05,Margareten,1613.0,11.4,16.7,1.4,14.05
2015-09-06,Margareten,1076.0,8.4,15.0,1.1,11.7
2015-09-06,Arnulf,720.0,8.4,15.0,1.1,11.7
2015-09-06,Hirsch,315.0,8.4,15.0,1.1,11.7
2015-09-06,Kreuther,127.0,8.4,15.0,1.1,11.7
2015-09-06,Olympia,916.0,8.4,15.0,1.1,11.7
2015-09-06,Erhardt,2088.0,8.4,15.0,1.1,11.7
2015-09-07,Kreuther,189.0,8.7,14.9,1.5,11.8
2015-09-07,Olympia,1211.0,8.7,14.9,1.5,11.8
2015-09-07,Arnulf,1320.0,8.7,14.9,1.5,11.8
2015-09-07,Erhardt,3268.0,8.7,14.9,1.5,11.8
2015-09-07,Margareten,2597.0,8.7,14.9,1.5,11.8
2015-09-07,Hirsch,923.0,8.7,14.9,1.5,11.8
2015-09-08,Hirsch,1117.0,10.7,18.5,0.0,14.6
2015-09-08,Erhardt,3858.0,10.7,18.5,0.0,14.6
2015-09-08,Olympia,1546.0,10.7,18.5,0.0,14.6
2015-09-08,Kreuther,255.0,10.7,18.5,0.0,14.6
2015-09-08,Margareten,3071.0,10.7,18.5,0.0,14.6
2015-09-08,Arnulf,1446.0,10.7,18.5,0.0,14.6
2015-09-09,Erhardt,4443.0,8.0,19.1,0.0,13.55
2015-09-09,Hirsch,1176.0,8.0,19.1,0.0,13.55
2015-09-09,Kreuther,285.0,8.0,19.1,0.0,13.55
2015-09-09,Margareten,3361.0,8.0,19.1,0.0,13.55
2015-09-09,Arnulf,1559.0,8.0,19.1,0.0,13.55
2015-09-09,Olympia,1769.0,8.0,19.1,0.0,13.55
2015-09-10,Margareten,2984.0,7.3,16.4,0.0,11.85
2015-09-10,Arnulf,1364.0,7.3,16.4,0.0,11.85
2015-09-10,Erhardt,3746.0,7.3,16.4,0.0,11.85
2015-09-10,Hirsch,955.0,7.3,16.4,0.0,11.85
2015-09-10,Kreuther,194.0,7.3,16.4,0.0,11.85
2015-09-10,Olympia,1437.0,7.3,16.4,0.0,11.85
2015-09-11,Erhardt,4060.0,5.9,21.5,0.6,13.7
2015-09-11,Olympia,1587.0,5.9,21.5,0.6,13.7
2015-09-11,Arnulf,1551.0,5.9,21.5,0.6,13.7
2015-09-11,Margareten,3278.0,5.9,21.5,0.6,13.7
2015-09-11,Kreuther,315.0,5.9,21.5,0.6,13.7
2015-09-11,Hirsch,1029.0,5.9,21.5,0.6,13.7
2015-09-12,Olympia,1741.0,9.6,26.1,0.0,17.85
2015-09-12,Arnulf,1245.0,9.6,26.1,0.0,17.85
2015-09-12,Hirsch,763.0,9.6,26.1,0.0,17.85
2015-09-12,Kreuther,281.0,9.6,26.1,0.0,17.85
2015-09-12,Margareten,2626.0,9.6,26.1,0.0,17.85
2015-09-12,Erhardt,4073.0,9.6,26.1,0.0,17.85
2015-09-13,Margareten,2387.0,13.6,26.1,0.5,19.85
2015-09-13,Hirsch,843.0,13.6,26.1,0.5,19.85
2015-09-13,Olympia,1877.0,13.6,26.1,0.5,19.85
2015-09-13,Kreuther,256.0,13.6,26.1,0.5,19.85
2015-09-13,Arnulf,1221.0,13.6,26.1,0.5,19.85
2015-09-13,Erhardt,4493.0,13.6,26.1,0.5,19.85
2015-09-14,Hirsch,668.0,13.2,17.5,4.7,15.35
2015-09-14,Kreuther,192.0,13.2,17.5,4.7,15.35
2015-09-14,Olympia,975.0,13.2,17.5,4.7,15.35
2015-09-14,Erhardt,2553.0,13.2,17.5,4.7,15.35
2015-09-14,Arnulf,1027.0,13.2,17.5,4.7,15.35
2015-09-14,Margareten,2082.0,13.2,17.5,4.7,15.35
2015-09-15,Margareten,3630.0,13.0,21.0,0.0,17.0
2015-09-15,Olympia,1629.0,13.0,21.0,0.0,17.0
2015-09-15,Kreuther,334.0,13.0,21.0,0.0,17.0
2015-09-15,Arnulf,1536.0,13.0,21.0,0.0,17.0
2015-09-15,Erhardt,4413.0,13.0,21.0,0.0,17.0
2015-09-15,Hirsch,1066.0,13.0,21.0,0.0,17.0
2015-09-16,Margareten,4115.0,12.9,29.8,0.0,21.35
2015-09-16,Erhardt,5678.0,12.9,29.8,0.0,21.35
2015-09-16,Kreuther,432.0,12.9,29.8,0.0,21.35
2015-09-16,Olympia,2215.0,12.9,29.8,0.0,21.35
2015-09-16,Hirsch,1389.0,12.9,29.8,0.0,21.35
2015-09-16,Arnulf,1832.0,12.9,29.8,0.0,21.35
2015-09-17,Arnulf,1606.0,12.7,30.1,0.1,21.4
2015-09-17,Kreuther,337.0,12.7,30.1,0.1,21.4
2015-09-17,Erhardt,4767.0,12.7,30.1,0.1,21.4
2015-09-17,Margareten,3604.0,12.7,30.1,0.1,21.4
2015-09-17,Olympia,1661.0,12.7,30.1,0.1,21.4
2015-09-17,Hirsch,1132.0,12.7,30.1,0.1,21.4
2015-09-18,Margareten,3381.0,12.2,18.5,1.3,15.35
2015-09-18,Olympia,1495.0,12.2,18.5,1.3,15.35
2015-09-18,Arnulf,1394.0,12.2,18.5,1.3,15.35
2015-09-18,Hirsch,960.0,12.2,18.5,1.3,15.35
2015-09-18,Erhardt,3825.0,12.2,18.5,1.3,15.35
2015-09-18,Kreuther,289.0,12.2,18.5,1.3,15.35
2015-09-19,Olympia,1247.0,8.7,20.1,1.2,14.4
2015-09-19,Kreuther,200.0,8.7,20.1,1.2,14.4
2015-09-19,Hirsch,640.0,8.7,20.1,1.2,14.4
2015-09-19,Erhardt,2679.0,8.7,20.1,1.2,14.4
2015-09-19,Arnulf,1008.0,8.7,20.1,1.2,14.4
2015-09-19,Margareten,2506.0,8.7,20.1,1.2,14.4
2015-09-20,Kreuther,161.0,10.1,16.2,0.2,13.149999999999999
2015-09-20,Hirsch,487.0,10.1,16.2,0.2,13.149999999999999
2015-09-20,Erhardt,2463.0,10.1,16.2,0.2,13.149999999999999
2015-09-20,Margareten,1785.0,10.1,16.2,0.2,13.149999999999999
2015-09-20,Arnulf,684.0,10.1,16.2,0.2,13.149999999999999
2015-09-20,Olympia,894.0,10.1,16.2,0.2,13.149999999999999
2015-09-21,Hirsch,1289.0,8.4,19.5,0.0,13.95
2015-09-21,Kreuther,338.0,8.4,19.5,0.0,13.95
2015-09-21,Arnulf,1655.0,8.4,19.5,0.0,13.95
2015-09-21,Margareten,4125.0,8.4,19.5,0.0,13.95
2015-09-21,Erhardt,4896.0,8.4,19.5,0.0,13.95
2015-09-21,Olympia,1985.0,8.4,19.5,0.0,13.95
2015-09-22,Margareten,3519.0,8.2,19.4,9.6,13.799999999999999
2015-09-22,Erhardt,4204.0,8.2,19.4,9.6,13.799999999999999
2015-09-22,Hirsch,1130.0,8.2,19.4,9.6,13.799999999999999
2015-09-22,Olympia,1571.0,8.2,19.4,9.6,13.799999999999999
2015-09-22,Arnulf,1620.0,8.2,19.4,9.6,13.799999999999999
2015-09-22,Kreuther,292.0,8.2,19.4,9.6,13.799999999999999
2015-09-23,Arnulf,885.0,9.1,13.5,1.4,11.3
2015-09-23,Margareten,2139.0,9.1,13.5,1.4,11.3
2015-09-23,Kreuther,165.0,9.1,13.5,1.4,11.3
2015-09-23,Olympia,973.0,9.1,13.5,1.4,11.3
2015-09-23,Erhardt,1952.0,9.1,13.5,1.4,11.3
2015-09-23,Hirsch,572.0,9.1,13.5,1.4,11.3
2015-09-24,Hirsch,1032.0,7.3,13.6,0.0,10.45
2015-09-24,Olympia,1391.0,7.3,13.6,0.0,10.45
2015-09-24,Kreuther,270.0,7.3,13.6,0.0,10.45
2015-09-24,Erhardt,3740.0,7.3,13.6,0.0,10.45
2015-09-24,Margareten,3442.0,7.3,13.6,0.0,10.45
2015-09-24,Arnulf,1462.0,7.3,13.6,0.0,10.45
2015-09-25,Erhardt,3566.0,7.4,17.7,0.0,12.55
2015-09-25,Olympia,1348.0,7.4,17.7,0.0,12.55
2015-09-25,Margareten,3419.0,7.4,17.7,0.0,12.55
2015-09-25,Hirsch,988.0,7.4,17.7,0.0,12.55
2015-09-25,Arnulf,1395.0,7.4,17.7,0.0,12.55
2015-09-25,Kreuther,244.0,7.4,17.7,0.0,12.55
2015-09-26,Olympia,903.0,11.7,16.5,0.0,14.1
2015-09-26,Erhardt,2289.0,11.7,16.5,0.0,14.1
2015-09-26,Margareten,2380.0,11.7,16.5,0.0,14.1
2015-09-26,Hirsch,521.0,11.7,16.5,0.0,14.1
2015-09-26,Kreuther,179.0,11.7,16.5,0.0,14.1
2015-09-26,Arnulf,777.0,11.7,16.5,0.0,14.1
2015-09-27,Hirsch,629.0,9.4,16.3,0.0,12.850000000000001
2015-09-27,Margareten,2190.0,9.4,16.3,0.0,12.850000000000001
2015-09-27,Arnulf,754.0,9.4,16.3,0.0,12.850000000000001
2015-09-27,Olympia,1207.0,9.4,16.3,0.0,12.850000000000001
2015-09-27,Kreuther,168.0,9.4,16.3,0.0,12.850000000000001
2015-09-27,Erhardt,2718.0,9.4,16.3,0.0,12.850000000000001
2015-09-28,Kreuther,284.0,7.0,15.0,0.0,11.0
2015-09-28,Margareten,3525.0,7.0,15.0,0.0,11.0
2015-09-28,Olympia,1497.0,7.0,15.0,0.0,11.0
2015-09-28,Erhardt,3923.0,7.0,15.0,0.0,11.0
2015-09-28,Hirsch,1111.0,7.0,15.0,0.0,11.0
2015-09-28,Arnulf,1481.0,7.0,15.0,0.0,11.0
2015-09-29,Erhardt,4065.0,6.0,16.0,0.0,11.0
2015-09-29,Hirsch,1118.0,6.0,16.0,0.0,11.0
2015-09-29,Margareten,3504.0,6.0,16.0,0.0,11.0
2015-09-29,Kreuther,296.0,6.0,16.0,0.0,11.0
2015-09-29,Arnulf,1541.0,6.0,16.0,0.0,11.0
2015-09-29,Olympia,1519.0,6.0,16.0,0.0,11.0
2015-09-30,Hirsch,1098.0,6.0,15.4,0.0,10.7
2015-09-30,Margareten,3529.0,6.0,15.4,0.0,10.7
2015-09-30,Kreuther,319.0,6.0,15.4,0.0,10.7
2015-09-30,Olympia,1479.0,6.0,15.4,0.0,10.7
2015-09-30,Erhardt,3998.0,6.0,15.4,0.0,10.7
2015-09-30,Arnulf,1448.0,6.0,15.4,0.0,10.7
2015-10-01,Erhardt,4071.0,4.3,17.5,0.0,10.9
2015-10-01,Margareten,3555.0,4.3,17.5,0.0,10.9
2015-10-01,Arnulf,1533.0,4.3,17.5,0.0,10.9
2015-10-01,Hirsch,1145.0,4.3,17.5,0.0,10.9
2015-10-01,Olympia,1514.0,4.3,17.5,0.0,10.9
2015-10-01,Kreuther,270.0,4.3,17.5,0.0,10.9
2015-10-02,Hirsch,1096.0,5.3,18.9,0.0,12.1
2015-10-02,Arnulf,1450.0,5.3,18.9,0.0,12.1
2015-10-02,Olympia,1531.0,5.3,18.9,0.0,12.1
2015-10-02,Erhardt,3792.0,5.3,18.9,0.0,12.1
2015-10-02,Margareten,3639.0,5.3,18.9,0.0,12.1
2015-10-02,Kreuther,298.0,5.3,18.9,0.0,12.1
2015-10-03,Olympia,1487.0,8.4,22.2,0.0,15.3
2015-10-03,Kreuther,186.0,8.4,22.2,0.0,15.3
2015-10-03,Hirsch,751.0,8.4,22.2,0.0,15.3
2015-10-03,Erhardt,3352.0,8.4,22.2,0.0,15.3
2015-10-03,Arnulf,927.0,8.4,22.2,0.0,15.3
2015-10-03,Margareten,2326.0,8.4,22.2,0.0,15.3
2015-10-04,Kreuther,79.0,5.5,13.6,0.8,9.55
2015-10-04,Olympia,628.0,5.5,13.6,0.8,9.55
2015-10-04,Erhardt,1315.0,5.5,13.6,0.8,9.55
2015-10-04,Hirsch,299.0,5.5,13.6,0.8,9.55
2015-10-04,Margareten,1399.0,5.5,13.6,0.8,9.55
2015-10-04,Arnulf,453.0,5.5,13.6,0.8,9.55
2015-10-05,Erhardt,4164.0,5.0,20.2,1.6,12.6
2015-10-05,Arnulf,1449.0,5.0,20.2,1.6,12.6
2015-10-05,Hirsch,1136.0,5.0,20.2,1.6,12.6
2015-10-05,Margareten,3618.0,5.0,20.2,1.6,12.6
2015-10-05,Olympia,1846.0,5.0,20.2,1.6,12.6
2015-10-05,Kreuther,338.0,5.0,20.2,1.6,12.6
2015-10-06,Hirsch,1157.0,12.4,23.3,10.1,17.85
2015-10-06,Olympia,1658.0,12.4,23.3,10.1,17.85
2015-10-06,Kreuther,311.0,12.4,23.3,10.1,17.85
2015-10-06,Margareten,3362.0,12.4,23.3,10.1,17.85
2015-10-06,Arnulf,1540.0,12.4,23.3,10.1,17.85
2015-10-06,Erhardt,4091.0,12.4,23.3,10.1,17.85
2015-10-07,Arnulf,646.0,12.1,14.6,25.9,13.35
2015-10-07,Margareten,1679.0,12.1,14.6,25.9,13.35
2015-10-07,Kreuther,155.0,12.1,14.6,25.9,13.35
2015-10-07,Erhardt,1970.0,12.1,14.6,25.9,13.35
2015-10-07,Olympia,830.0,12.1,14.6,25.9,13.35
2015-10-07,Hirsch,532.0,12.1,14.6,25.9,13.35
2015-10-08,Kreuther,264.0,10.9,15.6,0.0,13.25
2015-10-08,Hirsch,918.0,10.9,15.6,0.0,13.25
2015-10-08,Olympia,1448.0,10.9,15.6,0.0,13.25
2015-10-08,Arnulf,1286.0,10.9,15.6,0.0,13.25
2015-10-08,Erhardt,3990.0,10.9,15.6,0.0,13.25
2015-10-08,Margareten,2951.0,10.9,15.6,0.0,13.25
2015-10-09,Margareten,3284.0,7.4,17.4,0.0,12.399999999999999
2015-10-09,Erhardt,3617.0,7.4,17.4,0.0,12.399999999999999
2015-10-09,Arnulf,1269.0,7.4,17.4,0.0,12.399999999999999
2015-10-09,Olympia,1864.0,7.4,17.4,0.0,12.399999999999999
2015-10-09,Kreuther,292.0,7.4,17.4,0.0,12.399999999999999
2015-10-09,Hirsch,987.0,7.4,17.4,0.0,12.399999999999999
2015-10-10,Arnulf,621.0,6.7,12.6,1.3,9.65
2015-10-10,Erhardt,2778.0,6.7,12.6,1.3,9.65
2015-10-10,Olympia,1266.0,6.7,12.6,1.3,9.65
2015-10-10,Kreuther,120.0,6.7,12.6,1.3,9.65
2015-10-10,Margareten,1768.0,6.7,12.6,1.3,9.65
2015-10-10,Hirsch,304.0,6.7,12.6,1.3,9.65
2015-10-11,Erhardt,1322.0,4.1,10.7,0.0,7.3999999999999995
2015-10-11,Olympia,2805.0,4.1,10.7,0.0,7.3999999999999995
2015-10-11,Margareten,1251.0,4.1,10.7,0.0,7.3999999999999995
2015-10-11,Hirsch,357.0,4.1,10.7,0.0,7.3999999999999995
2015-10-11,Kreuther,144.0,4.1,10.7,0.0,7.3999999999999995
2015-10-11,Arnulf,557.0,4.1,10.7,0.0,7.3999999999999995
2015-10-12,Margareten,3048.0,1.9,12.0,0.0,6.95
2015-10-12,Arnulf,1285.0,1.9,12.0,0.0,6.95
2015-10-12,Erhardt,4502.0,1.9,12.0,0.0,6.95
2015-10-12,Kreuther,282.0,1.9,12.0,0.0,6.95
2015-10-12,Hirsch,1027.0,1.9,12.0,0.0,6.95
2015-10-12,Olympia,1695.0,1.9,12.0,0.0,6.95
2015-10-13,Erhardt,4115.0,4.6,9.3,18.6,6.95
2015-10-13,Margareten,2794.0,4.6,9.3,18.6,6.95
2015-10-13,Kreuther,235.0,4.6,9.3,18.6,6.95
2015-10-13,Hirsch,887.0,4.6,9.3,18.6,6.95
2015-10-13,Olympia,1324.0,4.6,9.3,18.6,6.95
2015-10-13,Arnulf,1080.0,4.6,9.3,18.6,6.95
2015-10-14,Hirsch,680.0,5.0,9.1,15.1,7.05
2015-10-14,Kreuther,231.0,5.0,9.1,15.1,7.05
2015-10-14,Margareten,2425.0,5.0,9.1,15.1,7.05
2015-10-14,Erhardt,3808.0,5.0,9.1,15.1,7.05
2015-10-14,Arnulf,943.0,5.0,9.1,15.1,7.05
2015-10-14,Olympia,1156.0,5.0,9.1,15.1,7.05
2015-10-15,Kreuther,199.0,4.3,5.4,0.4,4.85
2015-10-15,Margareten,2142.0,4.3,5.4,0.4,4.85
2015-10-15,Olympia,1052.0,4.3,5.4,0.4,4.85
2015-10-15,Arnulf,880.0,4.3,5.4,0.4,4.85
2015-10-15,Erhardt,4131.0,4.3,5.4,0.4,4.85
2015-10-15,Hirsch,591.0,4.3,5.4,0.4,4.85
2015-10-16,Arnulf,752.0,3.1,6.0,3.0,4.55
2015-10-16,Hirsch,546.0,3.1,6.0,3.0,4.55
2015-10-16,Olympia,932.0,3.1,6.0,3.0,4.55
2015-10-16,Kreuther,199.0,3.1,6.0,3.0,4.55
2015-10-16,Margareten,2057.0,3.1,6.0,3.0,4.55
2015-10-16,Erhardt,2909.0,3.1,6.0,3.0,4.55
2015-10-17,Olympia,660.0,3.8,8.9,3.3,6.35
2015-10-17,Erhardt,1918.0,3.8,8.9,3.3,6.35
2015-10-17,Kreuther,108.0,3.8,8.9,3.3,6.35
2015-10-17,Margareten,1515.0,3.8,8.9,3.3,6.35
2015-10-17,Arnulf,516.0,3.8,8.9,3.3,6.35
2015-10-17,Hirsch,336.0,3.8,8.9,3.3,6.35
2015-10-18,Hirsch,102.0,5.7,8.4,5.9,7.050000000000001
2015-10-18,Arnulf,219.0,5.7,8.4,5.9,7.050000000000001
2015-10-18,Kreuther,48.0,5.7,8.4,5.9,7.050000000000001
2015-10-18,Erhardt,676.0,5.7,8.4,5.9,7.050000000000001
2015-10-18,Margareten,542.0,5.7,8.4,5.9,7.050000000000001
2015-10-18,Olympia,300.0,5.7,8.4,5.9,7.050000000000001
2015-10-19,Olympia,1232.0,1.8,8.4,1.7,5.1000000000000005
2015-10-19,Arnulf,891.0,1.8,8.4,1.7,5.1000000000000005
2015-10-19,Hirsch,713.0,1.8,8.4,1.7,5.1000000000000005
2015-10-19,Kreuther,186.0,1.8,8.4,1.7,5.1000000000000005
2015-10-19,Margareten,2143.0,1.8,8.4,1.7,5.1000000000000005
2015-10-19,Erhardt,1967.0,1.8,8.4,1.7,5.1000000000000005
2015-10-20,Hirsch,876.0,0.7,10.2,0.2,5.449999999999999
2015-10-20,Olympia,1425.0,0.7,10.2,0.2,5.449999999999999
2015-10-20,Margareten,2762.0,0.7,10.2,0.2,5.449999999999999
2015-10-20,Arnulf,1150.0,0.7,10.2,0.2,5.449999999999999
2015-10-20,Kreuther,244.0,0.7,10.2,0.2,5.449999999999999
2015-10-20,Erhardt,3331.0,0.7,10.2,0.2,5.449999999999999
2015-10-21,Margareten,2877.0,5.1,10.1,0.0,7.6
2015-10-21,Arnulf,1151.0,5.1,10.1,0.0,7.6
2015-10-21,Olympia,1574.0,5.1,10.1,0.0,7.6
2015-10-21,Hirsch,801.0,5.1,10.1,0.0,7.6
2015-10-21,Kreuther,232.0,5.1,10.1,0.0,7.6
2015-10-21,Erhardt,3783.0,5.1,10.1,0.0,7.6
2015-10-22,Erhardt,3916.0,6.9,11.6,0.6,9.25
2015-10-22,Olympia,1503.0,6.9,11.6,0.6,9.25
2015-10-22,Arnulf,1161.0,6.9,11.6,0.6,9.25
2015-10-22,Hirsch,921.0,6.9,11.6,0.6,9.25
2015-10-22,Margareten,2895.0,6.9,11.6,0.6,9.25
2015-10-22,Kreuther,241.0,6.9,11.6,0.6,9.25
2015-10-23,Hirsch,636.0,5.7,12.3,0.2,9.0
2015-10-23,Erhardt,4134.0,5.7,12.3,0.2,9.0
2015-10-23,Margareten,2384.0,5.7,12.3,0.2,9.0
2015-10-23,Kreuther,182.0,5.7,12.3,0.2,9.0
2015-10-23,Olympia,1137.0,5.7,12.3,0.2,9.0
2015-10-23,Arnulf,913.0,5.7,12.3,0.2,9.0
